,origin,destination,day,origin_country,destination_country
311497,EETN,ESSB,2020-04-01 00:00:00+00:00,Estonia,Sweden
206667,EFTU,EBLG,2020-04-01 00:00:00+00:00,Finland,Belgium
246328,EFHK,EKCH,2020-04-01 00:00:00+00:00,Finland,Denmark
226737,EFHK,EDDP,2020-04-01 00:00:00+00:00,Finland,Germany
257711,EFHK,VIDP,2020-04-01 00:00:00+00:00,Finland,India
40002,EFHK,RJTT,2020-04-01 00:00:00+00:00,Finland,Japan
267905,EFHK,EYVI,2020-04-01 00:00:00+00:00,Finland,Lithuania
1326,EFHK,OTHH,2020-04-01 00:00:00+00:00,Finland,Qatar
20344,EFHK,RKSI,2020-04-01 00:00:00+00:00,Finland,South Korea
243188,EFHK,LEMG,2020-04-01 00:00:00+00:00,Finland,Spain
215706,EFHK,ESSA,2020-04-01 00:00:00+00:00,Finland,Sweden
215707,EFHK,ESSA,2020-04-01 00:00:00+00:00,Finland,Sweden
215708,EFHK,ESSA,2020-04-01 00:00:00+00:00,Finland,Sweden
316011,EFHK,ESQO,2020-04-01 00:00:00+00:00,Finland,Sweden
316012,EFHK,ESQO,2020-04-01 00:00:00+00:00,Finland,Sweden
316235,EFHK,ESMS,2020-04-01 00:00:00+00:00,Finland,Sweden
29742,EFHK,LSZH,2020-04-01 00:00:00+00:00,Finland,Switzerland
18687,EFHK,VTBS,2020-04-01 00:00:00+00:00,Finland,Thailand
205317,EFHK,LTBA,2020-04-01 00:00:00+00:00,Finland,Turkey
66607,EFHK,EGLL,2020-04-01 00:00:00+00:00,Finland,United Kingdom
66608,EFHK,EGLL,2020-04-01 00:00:00+00:00,Finland,United Kingdom
155,LFPG,LOWW,2020-04-01 00:00:00+00:00,France,Austria
360,LFPB,LOWW,2020-04-01 00:00:00+00:00,France,Austria
301012,LFPG,UMMS,2020-04-01 00:00:00+00:00,France,Belarus
200127,LFQQ,EBOS,2020-04-01 00:00:00+00:00,France,Belgium
206426,LFML,EBLG,2020-04-01 00:00:00+00:00,France,Belgium
206484,LFLL,EBLG,2020-04-01 00:00:00+00:00,France,Belgium
218767,LFPG,EBBR,2020-04-01 00:00:00+00:00,France,Belgium
218768,LFPG,EBBR,2020-04-01 00:00:00+00:00,France,Belgium
218999,LFPB,EBBR,2020-04-01 00:00:00+00:00,France,Belgium
107955,LFPG,CYUL,2020-04-01 00:00:00+00:00,France,Canada
107956,LFPG,CYUL,2020-04-01 00:00:00+00:00,France,Canada
246345,LFPG,EKCH,2020-04-01 00:00:00+00:00,France,Denmark
26729,LFPG,EDDF,2020-04-01 00:00:00+00:00,France,Germany
26730,LFPG,EDDF,2020-04-01 00:00:00+00:00,France,Germany
26731,LFPG,EDDF,2020-04-01 00:00:00+00:00,France,Germany
204033,LFPG,EDDK,2020-04-01 00:00:00+00:00,France,Germany
204034,LFPG,EDDK,2020-04-01 00:00:00+00:00,France,Germany
204035,LFPG,EDDK,2020-04-01 00:00:00+00:00,France,Germany
204036,LFPG,EDDK,2020-04-01 00:00:00+00:00,France,Germany
204657,LFML,EDDK,2020-04-01 00:00:00+00:00,France,Germany
204708,LFLL,EDDK,2020-04-01 00:00:00+00:00,France,Germany
226762,LFPG,EDDP,2020-04-01 00:00:00+00:00,France,Germany
226763,LFPG,EDDP,2020-04-01 00:00:00+00:00,France,Germany
226764,LFPG,EDDP,2020-04-01 00:00:00+00:00,France,Germany
227567,LFML,EDDP,2020-04-01 00:00:00+00:00,France,Germany
227568,LFML,EDDP,2020-04-01 00:00:00+00:00,France,Germany
227629,LFLL,EDDP,2020-04-01 00:00:00+00:00,France,Germany
227630,LFLL,EDDP,2020-04-01 00:00:00+00:00,France,Germany
227995,LFRS,EDDP,2020-04-01 00:00:00+00:00,France,Germany
238211,LFPG,EDDM,2020-04-01 00:00:00+00:00,France,Germany
264120,LFPG,EDDT,2020-04-01 00:00:00+00:00,France,Germany
267649,LFPG,EDDV,2020-04-01 00:00:00+00:00,France,Germany
349469,LFBO,ETSI,2020-04-01 00:00:00+00:00,France,Germany
368062,LFBO,EDHI,2020-04-01 00:00:00+00:00,France,Germany
14729,LFPG,VHHH,2020-04-01 00:00:00+00:00,France,Hong Kong
257744,LFPG,VIDP,2020-04-01 00:00:00+00:00,France,India
257745,LFPG,VIDP,2020-04-01 00:00:00+00:00,France,India
64338,LFPG,EIDW,2020-04-01 00:00:00+00:00,France,Ireland
278890,LFML,EICK,2020-04-01 00:00:00+00:00,France,Ireland
185457,LFPG,LIMC,2020-04-01 00:00:00+00:00,France,Italy
260152,LFPG,LIRF,2020-04-01 00:00:00+00:00,France,Italy
260483,LFML,LIRF,2020-04-01 00:00:00+00:00,France,Italy
68425,LFPB,ELLX,2020-04-01 00:00:00+00:00,France,Luxembourg
49189,LFPG,EHAM,2020-04-01 00:00:00+00:00,France,Netherlands
49190,LFPG,EHAM,2020-04-01 00:00:00+00:00,France,Netherlands
49191,LFPG,EHAM,2020-04-01 00:00:00+00:00,France,Netherlands
220347,LFPG,LPPT,2020-04-01 00:00:00+00:00,France,Portugal
1452,LFPG,OTHH,2020-04-01 00:00:00+00:00,France,Qatar
1453,LFPG,OTHH,2020-04-01 00:00:00+00:00,France,Qatar
1454,LFPG,OTHH,2020-04-01 00:00:00+00:00,France,Qatar
1455,LFPG,OTHH,2020-04-01 00:00:00+00:00,France,Qatar
52242,LFPG,UUEE,2020-04-01 00:00:00+00:00,France,Russia
274941,LFPB,LJLJ,2020-04-01 00:00:00+00:00,France,Slovenia
21019,LFPG,RKSI,2020-04-01 00:00:00+00:00,France,South Korea
229100,LFPG,LEMD,2020-04-01 00:00:00+00:00,France,Spain
229101,LFPG,LEMD,2020-04-01 00:00:00+00:00,France,Spain
229102,LFPG,LEMD,2020-04-01 00:00:00+00:00,France,Spain
250375,LFPG,LEBL,2020-04-01 00:00:00+00:00,France,Spain
250376,LFPG,LEBL,2020-04-01 00:00:00+00:00,France,Spain
265242,LFML,LEVC,2020-04-01 00:00:00+00:00,France,Spain
215795,LFPG,ESSA,2020-04-01 00:00:00+00:00,France,Sweden
29754,LFPG,LSZH,2020-04-01 00:00:00+00:00,France,Switzerland
30075,LFLB,LSZH,2020-04-01 00:00:00+00:00,France,Switzerland
258153,LFPB,LSGG,2020-04-01 00:00:00+00:00,France,Switzerland
205334,LFPG,LTBA,2020-04-01 00:00:00+00:00,France,Turkey
30716,LFPG,OMDB,2020-04-01 00:00:00+00:00,France,United Arab Emirates
258630,LFPG,OMSJ,2020-04-01 00:00:00+00:00,France,United Arab Emirates
66749,LFPG,EGLL,2020-04-01 00:00:00+00:00,France,United Kingdom
238815,LFPG,EGSS,2020-04-01 00:00:00+00:00,France,United Kingdom
238816,LFPG,EGSS,2020-04-01 00:00:00+00:00,France,United Kingdom
238817,LFPG,EGSS,2020-04-01 00:00:00+00:00,France,United Kingdom
238818,LFPG,EGSS,2020-04-01 00:00:00+00:00,France,United Kingdom
269513,LFPG,EGNX,2020-04-01 00:00:00+00:00,France,United Kingdom
312212,LFBO,EGNR,2020-04-01 00:00:00+00:00,France,United Kingdom
312213,LFBO,EGNR,2020-04-01 00:00:00+00:00,France,United Kingdom
69192,LFPG,KEWR,2020-04-01 00:00:00+00:00,France,United States
84448,LFPG,KJFK,2020-04-01 00:00:00+00:00,France,United States
161946,LFPG,KORD,2020-04-01 00:00:00+00:00,France,United States
73,EDDF,LOWW,2020-04-01 00:00:00+00:00,Germany,Austria
74,EDDF,LOWW,2020-04-01 00:00:00+00:00,Germany,Austria
233,EDDK,LOWW,2020-04-01 00:00:00+00:00,Germany,Austria
364,EDDM,LOWW,2020-04-01 00:00:00+00:00,Germany,Austria
396,EDDL,LOWW,2020-04-01 00:00:00+00:00,Germany,Austria
274459,EDDP,LOWL,2020-04-01 00:00:00+00:00,Germany,Austria
312257,EDDL,LOWS,2020-04-01 00:00:00+00:00,Germany,Austria
312269,EDSB,LOWS,2020-04-01 00:00:00+00:00,Germany,Austria
268135,EDDP,OBBI,2020-04-01 00:00:00+00:00,Germany,Bahrain
268136,EDDP,OBBI,2020-04-01 00:00:00+00:00,Germany,Bahrain
268137,EDDP,OBBI,2020-04-01 00:00:00+00:00,Germany,Bahrain
268138,EDDP,OBBI,2020-04-01 00:00:00+00:00,Germany,Bahrain
300973,EDDF,UMMS,2020-04-01 00:00:00+00:00,Germany,Belarus
301080,EDDV,UMMS,2020-04-01 00:00:00+00:00,Germany,Belarus
205976,EDDB,EBLG,2020-04-01 00:00:00+00:00,Germany,Belgium
206190,EDDK,EBLG,2020-04-01 00:00:00+00:00,Germany,Belgium
206361,EDDV,EBLG,2020-04-01 00:00:00+00:00,Germany,Belgium
206443,EDDN,EBLG,2020-04-01 00:00:00+00:00,Germany,Belgium
206489,EDDM,EBLG,2020-04-01 00:00:00+00:00,Germany,Belgium
218525,EDDP,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
218526,EDDP,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
218527,EDDP,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
218528,EDDP,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
218651,EDDF,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
218652,EDDF,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
218890,EDDK,EBBR,2020-04-01 00:00:00+00:00,Germany,Belgium
46556,EDDF,SBGR,2020-04-01 00:00:00+00:00,Germany,Brazil
50223,EDDF,CYYZ,2020-04-01 00:00:00+00:00,Germany,Canada
50224,EDDF,CYYZ,2020-04-01 00:00:00+00:00,Germany,Canada
50225,EDDF,CYYZ,2020-04-01 00:00:00+00:00,Germany,Canada
31756,EDDK,ZGSZ,2020-04-01 00:00:00+00:00,Germany,China
313381,EDDF,MROC,2020-04-01 00:00:00+00:00,Germany,Costa Rica
261504,EDDF,LDZA,2020-04-01 00:00:00+00:00,Germany,Croatia
261505,EDDF,LDZA,2020-04-01 00:00:00+00:00,Germany,Croatia
261506,EDDF,LDZA,2020-04-01 00:00:00+00:00,Germany,Croatia
261561,EDDK,LDZA,2020-04-01 00:00:00+00:00,Germany,Croatia
261593,EDDL,LDZA,2020-04-01 00:00:00+00:00,Germany,Croatia
265398,EDDK,LCLK,2020-04-01 00:00:00+00:00,Germany,Cyprus
264669,EDDF,LKPR,2020-04-01 00:00:00+00:00,Germany,Czech Republic
264726,EDDK,LKPR,2020-04-01 00:00:00+00:00,Germany,Czech Republic
264823,EDDL,LKPR,2020-04-01 00:00:00+00:00,Germany,Czech Republic
246173,EDDP,EKCH,2020-04-01 00:00:00+00:00,Germany,Denmark
246174,EDDP,EKCH,2020-04-01 00:00:00+00:00,Germany,Denmark
246234,EDDF,EKCH,2020-04-01 00:00:00+00:00,Germany,Denmark
246235,EDDF,EKCH,2020-04-01 00:00:00+00:00,Germany,Denmark
246452,EDDK,EKCH,2020-04-01 00:00:00+00:00,Germany,Denmark
246548,EDDH,EKCH,2020-04-01 00:00:00+00:00,Germany,Denmark
274277,EDDP,EKBI,2020-04-01 00:00:00+00:00,Germany,Denmark
274414,EDDE,EKBI,2020-04-01 00:00:00+00:00,Germany,Denmark
260848,EDDP,EFHK,2020-04-01 00:00:00+00:00,Germany,Finland
144012,EDDP,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144013,EDDP,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144014,EDDP,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144263,EDDF,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144264,EDDF,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144265,EDDF,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144699,EDDK,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144700,EDDK,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144701,EDDK,LFPG,2020-04-01 00:00:00+00:00,Germany,France
144702,EDDK,LFPG,2020-04-01 00:00:00+00:00,Germany,France
145028,EDDV,LFPG,2020-04-01 00:00:00+00:00,Germany,France
145109,EDDM,LFPG,2020-04-01 00:00:00+00:00,Germany,France
145110,EDDM,LFPG,2020-04-01 00:00:00+00:00,Germany,France
145198,EDDT,LFPG,2020-04-01 00:00:00+00:00,Germany,France
274236,EDDP,LFLL,2020-04-01 00:00:00+00:00,Germany,France
274237,EDDP,LFLL,2020-04-01 00:00:00+00:00,Germany,France
274247,EDDK,LFLL,2020-04-01 00:00:00+00:00,Germany,France
277896,EDSB,LFJL,2020-04-01 00:00:00+00:00,Germany,France
312722,EDHI,LFBO,2020-04-01 00:00:00+00:00,Germany,France
312745,ETSI,LFBO,2020-04-01 00:00:00+00:00,Germany,France
258681,EDDP,LGAV,2020-04-01 00:00:00+00:00,Germany,Greece
258832,EDDM,LGAV,2020-04-01 00:00:00+00:00,Germany,Greece
12278,EDDP,VHHH,2020-04-01 00:00:00+00:00,Germany,Hong Kong
12279,EDDP,VHHH,2020-04-01 00:00:00+00:00,Germany,Hong Kong
12280,EDDP,VHHH,2020-04-01 00:00:00+00:00,Germany,Hong Kong
12281,EDDP,VHHH,2020-04-01 00:00:00+00:00,Germany,Hong Kong
14956,EDDK,VHHH,2020-04-01 00:00:00+00:00,Germany,Hong Kong
264306,EDDP,LHBP,2020-04-01 00:00:00+00:00,Germany,Hungary
264307,EDDP,LHBP,2020-04-01 00:00:00+00:00,Germany,Hungary
264537,EDDN,LHBP,2020-04-01 00:00:00+00:00,Germany,Hungary
264570,EDLW,LHBP,2020-04-01 00:00:00+00:00,Germany,Hungary
264621,EDSB,LHBP,2020-04-01 00:00:00+00:00,Germany,Hungary
219821,EDDF,VABB,2020-04-01 00:00:00+00:00,Germany,India
219822,EDDF,VABB,2020-04-01 00:00:00+00:00,Germany,India
219823,EDDF,VABB,2020-04-01 00:00:00+00:00,Germany,India
219824,EDDF,VABB,2020-04-01 00:00:00+00:00,Germany,India
219825,EDDF,VABB,2020-04-01 00:00:00+00:00,Germany,India
257656,EDDF,VIDP,2020-04-01 00:00:00+00:00,Germany,India
64212,EDDF,EIDW,2020-04-01 00:00:00+00:00,Germany,Ireland
64213,EDDF,EIDW,2020-04-01 00:00:00+00:00,Germany,Ireland
64422,EDDK,EIDW,2020-04-01 00:00:00+00:00,Germany,Ireland
64581,EDDL,EIDW,2020-04-01 00:00:00+00:00,Germany,Ireland
185256,EDDP,LIMC,2020-04-01 00:00:00+00:00,Germany,Italy
185364,EDDF,LIMC,2020-04-01 00:00:00+00:00,Germany,Italy
185365,EDDF,LIMC,2020-04-01 00:00:00+00:00,Germany,Italy
185604,EDDK,LIMC,2020-04-01 00:00:00+00:00,Germany,Italy
259962,EDDF,LIRF,2020-04-01 00:00:00+00:00,Germany,Italy
274529,EDDP,LIRA,2020-04-01 00:00:00+00:00,Germany,Italy
275008,EDDP,LIPE,2020-04-01 00:00:00+00:00,Germany,Italy
275127,EDRY,LIPE,2020-04-01 00:00:00+00:00,Germany,Italy
275524,EDDP,LIPZ,2020-04-01 00:00:00+00:00,Germany,Italy
275564,EDDK,LIPZ,2020-04-01 00:00:00+00:00,Germany,Italy
275750,EDDK,LIME,2020-04-01 00:00:00+00:00,Germany,Italy
275793,EDDN,LIME,2020-04-01 00:00:00+00:00,Germany,Italy
364421,ETAR,LICC,2020-04-01 00:00:00+00:00,Germany,Italy
266180,EDDP,EVRA,2020-04-01 00:00:00+00:00,Germany,Latvia
267883,EDDP,EYVI,2020-04-01 00:00:00+00:00,Germany,Lithuania
22029,EDDB,WMKK,2020-04-01 00:00:00+00:00,Germany,Malaysia
265515,EDDF,LMML,2020-04-01 00:00:00+00:00,Germany,Malta
265577,EDFH,LMML,2020-04-01 00:00:00+00:00,Germany,Malta
48689,EDDP,EHAM,2020-04-01 00:00:00+00:00,Germany,Netherlands
48690,EDDP,EHAM,2020-04-01 00:00:00+00:00,Germany,Netherlands
48919,EDDF,EHAM,2020-04-01 00:00:00+00:00,Germany,Netherlands
48920,EDDF,EHAM,2020-04-01 00:00:00+00:00,Germany,Netherlands
49861,EDDH,EHAM,2020-04-01 00:00:00+00:00,Germany,Netherlands
350001,EDWF,EHGG,2020-04-01 00:00:00+00:00,Germany,Netherlands
262857,EDDP,ENGM,2020-04-01 00:00:00+00:00,Germany,Norway
263113,EDDV,ENGM,2020-04-01 00:00:00+00:00,Germany,Norway
142835,EDDP,EPWA,2020-04-01 00:00:00+00:00,Germany,Poland
142900,EDDK,EPWA,2020-04-01 00:00:00+00:00,Germany,Poland
265937,EDDP,EPKT,2020-04-01 00:00:00+00:00,Germany,Poland
265962,EDDK,EPKT,2020-04-01 00:00:00+00:00,Germany,Poland
266050,EDDP,EPGD,2020-04-01 00:00:00+00:00,Germany,Poland
315526,EDDK,EPPO,2020-04-01 00:00:00+00:00,Germany,Poland
367366,ETOU,EPPW,2020-04-01 00:00:00+00:00,Germany,Poland
220304,EDDF,LPPT,2020-04-01 00:00:00+00:00,Germany,Portugal
220419,EDDL,LPPT,2020-04-01 00:00:00+00:00,Germany,Portugal
279888,EDDK,LPPR,2020-04-01 00:00:00+00:00,Germany,Portugal
311637,EDDL,LPFR,2020-04-01 00:00:00+00:00,Germany,Portugal
1028,EDDF,OTHH,2020-04-01 00:00:00+00:00,Germany,Qatar
1029,EDDF,OTHH,2020-04-01 00:00:00+00:00,Germany,Qatar
1030,EDDF,OTHH,2020-04-01 00:00:00+00:00,Germany,Qatar
1031,EDDF,OTHH,2020-04-01 00:00:00+00:00,Germany,Qatar
1032,EDDF,OTHH,2020-04-01 00:00:00+00:00,Germany,Qatar
2022,EDDM,OTHH,2020-04-01 00:00:00+00:00,Germany,Qatar
276702,ETAR,OTBH,2020-04-01 00:00:00+00:00,Germany,Qatar
258317,EDDP,LROP,2020-04-01 00:00:00+00:00,Germany,Romania
52051,EDDP,UUEE,2020-04-01 00:00:00+00:00,Germany,Russia
52052,EDDP,UUEE,2020-04-01 00:00:00+00:00,Germany,Russia
52169,EDDF,UUEE,2020-04-01 00:00:00+00:00,Germany,Russia
52170,EDDF,UUEE,2020-04-01 00:00:00+00:00,Germany,Russia
52171,EDDF,UUEE,2020-04-01 00:00:00+00:00,Germany,Russia
266446,EDDP,UUWW,2020-04-01 00:00:00+00:00,Germany,Russia
302226,EDDF,UNNT,2020-04-01 00:00:00+00:00,Germany,Russia
302354,EDFH,UNNT,2020-04-01 00:00:00+00:00,Germany,Russia
304216,EDDF,GOBD,2020-04-01 00:00:00+00:00,Germany,Senegal
306238,EDDS,LYBT,2020-04-01 00:00:00+00:00,Germany,Serbia
16087,EDDP,WSSS,2020-04-01 00:00:00+00:00,Germany,Singapore
274113,EDDP,LZIB,2020-04-01 00:00:00+00:00,Germany,Slovakia
274114,EDDP,LZIB,2020-04-01 00:00:00+00:00,Germany,Slovakia
274894,EDDP,LJLJ,2020-04-01 00:00:00+00:00,Germany,Slovenia
19497,EDDP,RKSI,2020-04-01 00:00:00+00:00,Germany,South Korea
19951,EDDF,RKSI,2020-04-01 00:00:00+00:00,Germany,South Korea
19952,EDDF,RKSI,2020-04-01 00:00:00+00:00,Germany,South Korea
19953,EDDF,RKSI,2020-04-01 00:00:00+00:00,Germany,South Korea
228921,EDDP,LEMD,2020-04-01 00:00:00+00:00,Germany,Spain
228922,EDDP,LEMD,2020-04-01 00:00:00+00:00,Germany,Spain
228991,EDDF,LEMD,2020-04-01 00:00:00+00:00,Germany,Spain
229254,EDDK,LEMD,2020-04-01 00:00:00+00:00,Germany,Spain
229255,EDDK,LEMD,2020-04-01 00:00:00+00:00,Germany,Spain
243288,EDDL,LEMG,2020-04-01 00:00:00+00:00,Germany,Spain
243289,EDDL,LEMG,2020-04-01 00:00:00+00:00,Germany,Spain
243292,EDDS,LEMG,2020-04-01 00:00:00+00:00,Germany,Spain
250263,EDDP,LEBL,2020-04-01 00:00:00+00:00,Germany,Spain
250304,EDDF,LEBL,2020-04-01 00:00:00+00:00,Germany,Spain
265224,EDDB,LEVC,2020-04-01 00:00:00+00:00,Germany,Spain
311765,EDDH,LEPA,2020-04-01 00:00:00+00:00,Germany,Spain
311846,EDSB,LEIB,2020-04-01 00:00:00+00:00,Germany,Spain
215594,EDDP,ESSA,2020-04-01 00:00:00+00:00,Germany,Sweden
215649,EDDF,ESSA,2020-04-01 00:00:00+00:00,Germany,Sweden
215913,EDDK,ESSA,2020-04-01 00:00:00+00:00,Germany,Sweden
316260,EDDK,ESMS,2020-04-01 00:00:00+00:00,Germany,Sweden
316261,EDDK,ESMS,2020-04-01 00:00:00+00:00,Germany,Sweden
359732,EDDN,ESSD,2020-04-01 00:00:00+00:00,Germany,Sweden
29621,EDDF,LSZH,2020-04-01 00:00:00+00:00,Germany,Switzerland
29622,EDDF,LSZH,2020-04-01 00:00:00+00:00,Germany,Switzerland
29886,EDDM,LSZH,2020-04-01 00:00:00+00:00,Germany,Switzerland
29898,EDDL,LSZH,2020-04-01 00:00:00+00:00,Germany,Switzerland
29944,EDDT,LSZH,2020-04-01 00:00:00+00:00,Germany,Switzerland
258005,EDDP,LSGG,2020-04-01 00:00:00+00:00,Germany,Switzerland
258045,EDDF,LSGG,2020-04-01 00:00:00+00:00,Germany,Switzerland
18539,EDDF,VTBS,2020-04-01 00:00:00+00:00,Germany,Thailand
205134,EDDP,LTBA,2020-04-01 00:00:00+00:00,Germany,Turkey
205232,EDDF,LTBA,2020-04-01 00:00:00+00:00,Germany,Turkey
265075,EDDP,UKBB,2020-04-01 00:00:00+00:00,Germany,Ukraine
30185,EDDP,OMDB,2020-04-01 00:00:00+00:00,Germany,United Arab Emirates
30511,EDDF,OMDB,2020-04-01 00:00:00+00:00,Germany,United Arab Emirates
30512,EDDF,OMDB,2020-04-01 00:00:00+00:00,Germany,United Arab Emirates
30967,EDDK,OMDB,2020-04-01 00:00:00+00:00,Germany,United Arab Emirates
30968,EDDK,OMDB,2020-04-01 00:00:00+00:00,Germany,United Arab Emirates
66424,EDDF,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
66425,EDDF,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
66426,EDDF,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
66427,EDDF,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
66428,EDDF,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
67503,EDDM,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
67593,EDDL,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
67751,EDDT,EGLL,2020-04-01 00:00:00+00:00,Germany,United Kingdom
238718,EDDP,EGSS,2020-04-01 00:00:00+00:00,Germany,United Kingdom
238792,EDDB,EGSS,2020-04-01 00:00:00+00:00,Germany,United Kingdom
238943,EDDK,EGSS,2020-04-01 00:00:00+00:00,Germany,United Kingdom
267193,EDDB,EGKB,2020-04-01 00:00:00+00:00,Germany,United Kingdom
267258,EDDS,EGKB,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269306,EDDP,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269307,EDDP,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269308,EDDP,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269309,EDDP,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269310,EDDP,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269311,EDDP,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269648,EDDK,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269649,EDDK,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269650,EDDK,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269651,EDDK,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269652,EDDK,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
269845,EDDV,EGNX,2020-04-01 00:00:00+00:00,Germany,United Kingdom
273840,EDDP,EGGW,2020-04-01 00:00:00+00:00,Germany,United Kingdom
273841,EDDP,EGGW,2020-04-01 00:00:00+00:00,Germany,United Kingdom
273842,EDDP,EGGW,2020-04-01 00:00:00+00:00,Germany,United Kingdom
68902,EDDF,KEWR,2020-04-01 00:00:00+00:00,Germany,United States
68903,EDDF,KEWR,2020-04-01 00:00:00+00:00,Germany,United States
69582,EDDK,KEWR,2020-04-01 00:00:00+00:00,Germany,United States
83810,EDDP,KJFK,2020-04-01 00:00:00+00:00,Germany,United States
91665,EDDF,KSEA,2020-04-01 00:00:00+00:00,Germany,United States
103410,ETAR,KBWI,2020-04-01 00:00:00+00:00,Germany,United States
105069,EDDK,KPHL,2020-04-01 00:00:00+00:00,Germany,United States
116357,EDDF,KATL,2020-04-01 00:00:00+00:00,Germany,United States
160684,EDDF,KORD,2020-04-01 00:00:00+00:00,Germany,United States
160685,EDDF,KORD,2020-04-01 00:00:00+00:00,Germany,United States
160686,EDDF,KORD,2020-04-01 00:00:00+00:00,Germany,United States
160687,EDDF,KORD,2020-04-01 00:00:00+00:00,Germany,United States
168882,EDDP,KCVG,2020-04-01 00:00:00+00:00,Germany,United States
211955,ETAR,KDOV,2020-04-01 00:00:00+00:00,Germany,United States
348095,EDFH,KPSM,2020-04-01 00:00:00+00:00,Germany,United States
336,LGAV,LOWW,2020-04-01 00:00:00+00:00,Greece,Austria
206348,LGAV,EBLG,2020-04-01 00:00:00+00:00,Greece,Belgium
218959,LGAV,EBBR,2020-04-01 00:00:00+00:00,Greece,Belgium
265417,LGAV,LCLK,2020-04-01 00:00:00+00:00,Greece,Cyprus
238332,LGAV,EDDM,2020-04-01 00:00:00+00:00,Greece,Germany
277425,LGAV,EDDL,2020-04-01 00:00:00+00:00,Greece,Germany
263949,LGIR,EINN,2020-04-01 00:00:00+00:00,Greece,Ireland
262244,LGAV,UAAA,2020-04-01 00:00:00+00:00,Greece,Kazakhstan
262245,LGAV,UAAA,2020-04-01 00:00:00+00:00,Greece,Kazakhstan
262246,LGAV,UAAA,2020-04-01 00:00:00+00:00,Greece,Kazakhstan
1963,LGAV,OTHH,2020-04-01 00:00:00+00:00,Greece,Qatar
274165,LGAV,LZIB,2020-04-01 00:00:00+00:00,Greece,Slovakia
311724,LGAV,LEPA,2020-04-01 00:00:00+00:00,Greece,Spain
268101,EGJB,EGKK,2020-04-01 00:00:00+00:00,Guernsey,United Kingdom
312192,EGJB,EGHI,2020-04-01 00:00:00+00:00,Guernsey,United Kingdom
3989,VHHH,YMML,2020-04-01 00:00:00+00:00,Hong Kong,Australia
17150,VHHH,YSSY,2020-04-01 00:00:00+00:00,Hong Kong,Australia
17151,VHHH,YSSY,2020-04-01 00:00:00+00:00,Hong Kong,Australia
17152,VHHH,YSSY,2020-04-01 00:00:00+00:00,Hong Kong,Australia
17153,VHHH,YSSY,2020-04-01 00:00:00+00:00,Hong Kong,Australia
268234,VHHH,OBBI,2020-04-01 00:00:00+00:00,Hong Kong,Bahrain
205922,VHHH,EBLG,2020-04-01 00:00:00+00:00,Hong Kong,Belgium
22627,VHHH,ZGGG,2020-04-01 00:00:00+00:00,Hong Kong,China
144122,VHHH,LFPG,2020-04-01 00:00:00+00:00,Hong Kong,France
26071,VHHH,EDDF,2020-04-01 00:00:00+00:00,Hong Kong,Germany
203891,VHHH,EDDK,2020-04-01 00:00:00+00:00,Hong Kong,Germany
203892,VHHH,EDDK,2020-04-01 00:00:00+00:00,Hong Kong,Germany
226366,VHHH,EDDP,2020-04-01 00:00:00+00:00,Hong Kong,Germany
226367,VHHH,EDDP,2020-04-01 00:00:00+00:00,Hong Kong,Germany
226368,VHHH,EDDP,2020-04-01 00:00:00+00:00,Hong Kong,Germany
264356,VHHH,LHBP,2020-04-01 00:00:00+00:00,Hong Kong,Hungary
